location,total_sqft,bath,price,BHK,price_per_sqft
dodda nekkundi,850.0,2,28.0,2,3294.1176470588234
dodda nekkundi,1390.0,2,60.0,2,4316.546762589928
dodda nekkundi,1804.0,3,121.0,3,6707.317073170731
dodda nekkundi,1080.0,2,50.0,2,4629.62962962963
dodda nekkundi,1999.0,3,132.0,3,6603.301650825412
dodda nekkundi,1100.0,2,48.0,2,4363.636363636364
dodda nekkundi,1999.0,3,135.0,3,6753.376688344172
dodda nekkundi,1100.0,2,41.15,2,3740.909090909091
dodda nekkundi,1252.0,2,71.0,3,5670.926517571885
dodda nekkundi,1155.0,2,46.0,2,3982.683982683983
dodda nekkundi,1128.0,2,45.0,2,3989.3617021276596
dodda nekkundi,1148.0,2,56.0,2,4878.048780487805
dodda nekkundi,1145.0,2,46.5,2,4061.1353711790393
dodda nekkundi,1829.0,3,125.0,3,6834.3357025697105
dodda nekkundi,1100.0,2,41.16,2,3741.8181818181815
dodda nekkundi,1100.0,2,46.75,2,4250.0
dodda nekkundi,1315.0,2,50.0,2,3802.2813688212927
dodda nekkundi,1135.0,2,58.0,2,5110.132158590309
dodda nekkundi,1100.0,2,41.18,2,3743.6363636363635
dodda nekkundi,1370.0,2,60.0,2,4379.56204379562
dodda nekkundi,1200.0,2,71.0,2,5916.666666666667
dodda nekkundi,1585.0,2,79.0,3,4984.22712933754
dodda nekkundi,1005.0,2,45.0,2,4477.611940298508
dodda nekkundi,1264.0,2,52.0,2,4113.9240506329115
doddaballapur,1690.0,3,80.0,4,4733.7278106508875
doddaballapur,3000.0,2,120.0,3,4000.0
doddaballapur,4200.0,4,325.0,4,7738.0952380952385
doddaballapur,3876.0,3,300.0,3,7739.938080495356
doddaballapur,2776.0,4,195.0,3,7024.495677233429
doddaballapur,2440.0,3,142.0,3,5819.672131147541
doddaballapur,2400.0,3,200.0,4,8333.333333333334
doddaballapur,654.0,1,49.0,1,7492.354740061162
doddaballapur,3206.0,5,270.0,4,8421.70929507174
doddakallasandra,1010.0,2,40.39,2,3999.009900990099
doddakallasandra,1360.0,2,54.39,3,3999.264705882353
doddakallasandra,1460.0,2,58.39,3,3999.3150684931506
doddakallasandra,1360.0,2,54.4,3,4000.0
doddakallasandra,1425.0,2,56.99,3,3999.2982456140353
doddakallasandra,1072.0,2,42.87,2,3999.0671641791046
doddakallasandra,1010.0,2,40.4,2,4000.0
doddakallasandra,1010.0,2,41.0,2,4059.4059405940593
doddathoguru,970.0,2,33.0,2,3402.061855670103
doddathoguru,1050.0,2,32.0,2,3047.6190476190477
doddathoguru,1030.0,2,42.0,2,4077.669902912621
doddathoguru,1549.0,3,65.0,3,4196.255648805681
doddathoguru,550.0,1,17.0,1,3090.909090909091
doddathoguru,1015.0,2,33.5,2,3300.4926108374384
doddathoguru,1104.0,2,39.0,2,3532.608695652174
doddathoguru,915.0,2,32.0,2,3497.2677595628415
doddathoguru,750.0,1,25.5,1,3400.0
doddathoguru,1595.0,3,62.0,3,3887.1473354231975
doddathoguru,855.0,2,32.0,2,3742.690058479532
doddathoguru,1105.0,2,50.0,2,4524.886877828054
doddathoguru,925.0,2,30.0,2,3243.2432432432433
doddathoguru,1100.0,2,50.0,2,4545.454545454545
doddathoguru,940.0,2,32.9,2,3500.0
doddathoguru,1382.0,3,65.0,3,4703.328509406657
doddathoguru,1107.0,2,44.0,2,3974.706413730804
doddathoguru,907.0,2,40.0,2,4410.143329658214
doddathoguru,1783.0,3,85.0,3,4767.246214245653
domlur,1540.0,3,90.0,3,5844.1558441558445
domlur,1875.0,2,150.0,3,8000.0
domlur,1429.0,3,86.0,3,6018.194541637508
domlur,640.0,1,55.0,1,8593.75
domlur,1050.0,2,85.0,2,8095.238095238095
domlur,1800.0,3,150.0,3,8333.333333333334
domlur,1720.0,3,135.0,3,7848.837209302325
domlur,1950.0,3,165.0,3,8461.538461538461
domlur,2180.0,3,285.0,3,13073.394495412844
domlur,650.0,1,70.0,1,10769.23076923077
domlur,780.0,1,70.0,1,8974.358974358975
domlur,1740.0,3,120.0,3,6896.551724137931
domlur,1695.0,3,125.0,3,7374.6312684365785
domlur,1246.0,2,95.0,2,7624.398073836276
domlur,2100.0,3,145.0,3,6904.761904761905
domlur,1276.0,2,80.0,2,6269.592476489028
domlur,1850.0,3,180.0,3,9729.72972972973
domlur,2955.0,3,235.0,3,7952.622673434857
domlur,1650.0,3,180.0,3,10909.09090909091
dommasandra,805.0,2,22.14,2,2750.3105590062114
dommasandra,1267.0,3,56.0,3,4419.889502762431
dommasandra,1200.0,2,50.0,2,4166.666666666667
dommasandra,2700.0,3,68.0,4,2518.5185185185187
dommasandra,1153.0,2,43.5,2,3772.7666955767563
dommasandra,1500.0,2,40.0,2,2666.6666666666665
dommasandra,1090.0,2,43.5,2,3990.8256880733943
dommasandra,850.0,2,25.4,2,2988.235294117647
dommasandra,674.0,1,19.9,2,2952.522255192878
dommasandra,999.0,2,32.9,2,3293.293293293293
electronic city,1025.0,2,47.0,3,4585.365853658536
electronic city,1500.0,2,64.5,3,4300.0
electronic city,1060.0,2,60.0,2,5660.377358490566
electronic city,1152.0,2,64.5,2,5598.958333333333
electronic city,770.0,1,36.0,2,4675.324675324675
electronic city,1070.0,2,52.0,2,4859.813084112149
electronic city,1025.0,2,46.0,2,4487.804878048781
electronic city,589.0,1,27.0,1,4584.040747028863
electronic city,910.0,2,40.0,2,4395.604395604396
electronic city,1108.0,2,63.0,2,5685.9205776173285
electronic city,1128.0,2,65.0,2,5762.41134751773
electronic city,1800.0,3,95.0,3,5277.777777777777
electronic city,630.0,1,34.65,1,5500.0
electronic city,1128.0,2,63.0,2,5585.106382978724
electronic city,1599.0,3,99.0,3,6191.369606003753
electronic city,1070.0,2,55.0,2,5140.186915887851
electronic city,940.0,2,41.0,2,4361.702127659574
electronic city,1128.0,2,68.75,2,6094.858156028369
electronic city,1342.0,2,73.3,2,5461.997019374068
electronic city,1360.0,2,71.0,3,5220.588235294118
electronic city,1265.0,2,56.93,2,4500.395256916996
electronic city,1691.0,2,102.0,3,6031.933767001774
electronic city,1128.0,2,65.49,2,5805.851063829787
electronic city,1070.0,2,56.1,2,5242.990654205608
electronic city,2000.0,4,120.0,4,6000.0
electronic city,890.0,2,45.0,2,5056.179775280899
electronic city,1128.0,2,65.65,2,5820.035460992909
electronic city,865.0,2,42.0,2,4855.491329479769
electronic city,910.0,2,42.0,2,4615.384615384615
electronic city,1360.0,2,75.0,3,5514.705882352941
electronic city,770.0,1,40.0,2,5194.805194805195
electronic city,1128.0,2,64.0,2,5673.758865248227
electronic city,1070.0,2,54.0,2,5046.728971962617
electronic city,1571.0,3,89.0,3,5665.1814131126675
electronic city,1111.0,3,50.0,3,4500.450045004501
electronic city,870.0,2,39.5,2,4540.229885057472
electronic city,1374.0,2,72.0,3,5240.174672489083
electronic city,1128.0,2,65.35,2,5793.439716312056
electronic city,755.0,1,34.0,2,4503.311258278146
electronic city,1563.0,3,91.84,3,5875.879718490083
electronic city,1025.0,2,54.5,2,5317.073170731707
electronic city,1350.0,3,58.0,3,4296.2962962962965
electronic city,1700.0,3,75.0,3,4411.764705882353
electronic city,1128.0,2,68.0,2,6028.368794326241
electronic city,700.0,1,35.0,1,5000.0
electronic city,1360.0,2,70.5,3,5183.823529411765
electronic city,1571.0,3,105.0,3,6683.64099299809
electronic city,1600.0,3,104.0,3,6500.0
electronic city,1500.0,2,100.0,3,6666.666666666667
electronic city,1152.0,2,65.0,2,5642.361111111111
electronic city,1070.0,2,60.0,2,5607.476635514019
electronic city,1128.0,2,65.5,2,5806.737588652482
electronic city,1200.0,2,59.0,2,4916.666666666667
electronic city,1152.0,2,65.75,2,5707.465277777777
electronic city,1060.0,2,58.0,2,5471.698113207547
electronic city,1025.0,2,54.1,2,5278.048780487805
electronic city,1500.0,2,78.0,3,5200.0
electronic city,1213.0,2,59.32,2,4890.35449299258
electronic city,1575.0,3,90.0,3,5714.285714285715
electronic city,435.0,1,19.5,1,4482.758620689655
electronic city,1449.0,3,100.0,3,6901.311249137336
electronic city,1125.0,2,58.0,2,5155.555555555556
electronic city,1575.0,3,101.0,3,6412.6984126984125
electronic city,550.0,1,12.0,1,2181.818181818182
electronic city,919.0,2,40.0,2,4352.557127312296
electronic city,1500.0,2,78.25,3,5216.666666666667
electronic city,1363.0,2,79.0,2,5796.038151137197
electronic city,1108.0,2,67.15,2,6060.469314079423
electronic city,1128.0,2,65.7,2,5824.468085106383
electronic city,1060.0,2,51.0,2,4811.320754716981
electronic city,1650.0,3,100.0,3,6060.606060606061
electronic city,1025.0,2,49.0,2,4780.487804878048
electronic city,1449.0,3,90.0,3,6211.180124223602
electronic city,1070.0,2,58.0,2,5420.560747663551
electronic city,1210.0,2,54.0,2,4462.809917355372
electronic city,1500.0,2,75.0,3,5000.0
electronic city,2435.0,4,119.0,4,4887.063655030801
electronic city,1073.0,2,60.0,2,5591.798695246971
electronic city,1070.0,2,47.0,2,4392.523364485981
electronic city,1296.0,2,65.0,2,5015.432098765432
electronic city,1140.0,2,70.93,2,6221.9298245614045
electronic city,2093.0,4,104.0,4,4968.944099378882
electronic city,1025.0,2,53.9,2,5258.536585365854
electronic city,940.0,2,54.0,2,5744.68085106383
electronic city,435.0,1,21.0,1,4827.586206896552
electronic city,1500.0,2,77.5,3,5166.666666666667
electronic city,1631.0,3,80.0,3,4904.9662783568365
electronic city,1355.0,2,67.0,2,4944.649446494465
electronic city,435.0,1,22.0,1,5057.471264367816
electronic city,1039.0,2,50.0,2,4812.319538017325
electronic city,770.0,1,39.9,2,5181.818181818182
electronic city,605.0,1,13.31,1,2200.0
electronic city,530.0,1,13.5,1,2547.169811320755
electronic city,1070.0,2,53.0,2,4953.271028037383
electronic city,1571.0,3,83.0,3,5283.259070655633
electronic city,1350.0,3,66.0,3,4888.888888888889
electronic city,1652.0,3,110.0,3,6658.595641646489
electronic city,1128.0,2,65.58,2,5813.829787234043
electronic city,1355.0,2,97.6,2,7202.952029520296
electronic city,635.0,1,28.0,1,4409.4488188976375
electronic city,1128.0,2,65.4,2,5797.8723404255325
electronic city,1355.0,2,72.9,2,5380.073800738008
electronic city,1609.0,3,115.0,3,7147.296457426974
electronic city,770.0,1,35.0,2,4545.454545454545
electronic city,865.0,2,40.0,2,4624.277456647399
electronic city,630.0,1,40.5,1,6428.571428571428
electronic city,605.0,1,22.0,1,3636.3636363636365
electronic city,1070.0,2,48.0,2,4485.981308411215
electronic city,1360.0,2,70.0,3,5147.058823529412
electronic city,1128.0,2,65.45,2,5802.304964539007
electronic city,890.0,2,40.0,2,4494.38202247191
electronic city,1360.0,2,58.0,3,4264.705882352941
electronic city,630.0,1,33.7,1,5349.20634920635
electronic city,1400.0,3,90.0,3,6428.571428571428
electronic city,1287.0,3,55.0,3,4273.504273504273
electronic city,1258.0,2,85.5,2,6796.502384737679
electronic city,1386.0,2,85.0,2,6132.7561327561325
electronic city,550.0,1,27.0,1,4909.090909090909
electronic city,1025.0,2,50.0,2,4878.048780487805
electronic city,1342.0,2,72.0,2,5365.126676602086
electronic city,1275.0,3,70.0,3,5490.196078431372
electronic city,770.0,1,38.0,2,4935.064935064935
electronic city,1644.0,3,92.59,3,5631.995133819952
electronic city,1250.0,2,62.0,2,4960.0
electronic city,418.0,1,12.0,1,2870.813397129187
electronic city,1128.0,2,64.8,2,5744.68085106383
electronic city,1060.0,2,55.0,2,5188.679245283019
electronic city,710.0,1,40.42,1,5692.957746478874
electronic city,1275.0,3,63.43,3,4974.901960784314
electronic city,1518.0,3,75.0,3,4940.711462450593
electronic city,1090.0,2,31.48,1,2888.0733944954127
electronic city,1353.0,2,75.0,2,5543.2372505543235
electronic city,1128.0,2,67.0,2,5939.7163120567375
electronic city,1070.0,2,57.0,2,5327.102803738318
electronic city,1700.0,3,90.0,3,5294.117647058823
electronic city,750.0,1,35.0,1,4666.666666666667
electronic city,1210.0,2,55.0,2,4545.454545454545
electronic city,1615.0,3,97.0,3,6006.1919504643965
electronic city,1221.0,2,68.0,2,5569.205569205569
electronic city,1500.0,3,73.0,3,4866.666666666667
electronic city,995.0,2,48.0,2,4824.120603015075
electronic city,1342.0,2,90.0,2,6706.408345752608
electronic city,1128.0,2,63.5,2,5629.432624113475
electronic city,589.0,1,29.0,1,4923.599320882852
electronic city,1575.0,3,94.5,3,6000.0
electronic city,1025.0,2,54.0,2,5268.292682926829
electronic city,1500.0,2,70.0,3,4666.666666666667
electronic city,2093.0,4,134.0,4,6402.293358815098
electronic city,1355.0,2,73.0,2,5387.453874538745
electronic city,1360.0,2,64.99,3,4778.676470588234
electronic city,1060.0,2,52.0,2,4905.66037735849
electronic city phase ii,1056.0,2,39.07,2,3699.810606060606
electronic city phase ii,1020.0,2,30.6,2,3000.0
electronic city phase ii,1069.0,2,45.0,2,4209.541627689429
electronic city phase ii,630.0,1,28.35,1,4500.0
electronic city phase ii,1000.0,2,25.0,2,2500.0
electronic city phase ii,1090.0,2,28.34,2,2600.0
electronic city phase ii,2225.0,4,98.88,4,4444.044943820225
electronic city phase ii,2400.0,3,150.0,2,6250.0
electronic city phase ii,775.0,2,38.0,2,4903.225806451613
electronic city phase ii,1266.0,2,59.0,2,4660.347551342812
electronic city phase ii,1000.0,2,28.88,2,2888.0
electronic city phase ii,972.0,2,44.0,2,4526.748971193416
electronic city phase ii,1031.0,2,55.0,2,5334.62657613967
electronic city phase ii,1003.0,2,40.6,2,4047.8564307078764
electronic city phase ii,1031.0,2,56.35,2,5465.56741028128
electronic city phase ii,1205.0,2,75.0,2,6224.066390041494
electronic city phase ii,1395.0,2,62.78,3,4500.358422939068
electronic city phase ii,1160.0,2,33.5,2,2887.9310344827586
electronic city phase ii,1065.0,2,30.75,2,2887.323943661972
electronic city phase ii,1219.0,2,61.25,2,5024.610336341263
electronic city phase ii,1790.0,3,100.0,3,5586.592178770949
electronic city phase ii,769.0,2,40.0,2,5201.560468140442
electronic city phase ii,900.0,2,32.5,2,3611.1111111111113
electronic city phase ii,993.0,2,50.0,3,5035.246727089628
electronic city phase ii,1070.0,2,45.0,2,4205.607476635514
electronic city phase ii,1140.0,2,33.06,2,2900.0
electronic city phase ii,1089.0,2,32.67,2,3000.0
electronic city phase ii,1253.0,2,65.8,2,5251.3966480446925
electronic city phase ii,975.0,2,45.0,3,4615.384615384615
electronic city phase ii,6000.0,4,260.0,4,4333.333333333333
electronic city phase ii,1116.0,2,37.0,2,3315.4121863799282
electronic city phase ii,1125.0,2,29.25,2,2600.0
electronic city phase ii,1165.0,2,30.29,2,2600.0
electronic city phase ii,1031.0,2,53.0,2,5140.640155189137
electronic city phase ii,1065.0,2,30.88,2,2899.5305164319248
electronic city phase ii,1549.0,3,80.0,3,5164.622336991608
electronic city phase ii,1065.0,2,56.13,2,5270.422535211268
electronic city phase ii,920.0,2,26.0,2,2826.086956521739
electronic city phase ii,1140.0,2,33.84,2,2968.421052631579
electronic city phase ii,1219.0,2,61.26,2,5025.430680885972
electronic city phase ii,1252.0,2,65.0,3,5191.693290734825
electronic city phase ii,1125.0,2,32.49,2,2888.0
electronic city phase ii,1286.0,2,69.0,2,5365.47433903577
electronic city phase ii,1140.0,2,32.92,2,2887.719298245614
electronic city phase ii,1116.0,2,40.0,2,3584.2293906810037
electronic city phase ii,1150.0,3,46.0,3,4000.0
electronic city phase ii,1192.0,2,47.0,3,3942.953020134228
electronic city phase ii,1020.0,2,32.0,2,3137.2549019607845
electronic city phase ii,1900.0,3,97.0,4,5105.263157894737
electronic city phase ii,1020.0,2,27.43,2,2689.2156862745096
electronic city phase ii,1025.0,2,26.65,2,2600.0
electronic city phase ii,1020.0,2,29.45,2,2887.2549019607845
electronic city phase ii,1140.0,2,28.5,2,2500.0
electronic city phase ii,1200.0,2,34.65,2,2887.5
electronic city phase ii,1160.0,2,52.2,2,4500.0
electronic city phase ii,1244.0,2,55.0,2,4421.221864951768
electronic city phase ii,1160.0,2,33.51,2,2888.793103448276
electronic city phase ii,972.0,2,40.0,2,4115.22633744856
electronic city phase ii,1090.0,2,31.48,2,2888.0733944954127
electronic city phase ii,650.0,1,35.0,1,5384.615384615385
electronic city phase ii,1155.0,2,57.0,2,4935.064935064935
electronic city phase ii,1800.0,3,92.0,3,5111.111111111111
electronic city phase ii,1300.0,2,28.0,2,2153.846153846154
electronic city phase ii,1940.0,4,116.0,3,5979.381443298969
electronic city phase ii,1025.0,2,29.6,2,2887.8048780487807
electronic city phase ii,829.0,2,22.8,2,2750.301568154403
electronic city phase ii,2187.5,4,105.0,4,4800.0
electronic city phase ii,1252.0,2,67.0,2,5351.437699680511
electronic city phase ii,1125.0,2,32.63,2,2900.444444444445
electronic city phase ii,1140.0,2,34.0,2,2982.4561403508774
electronic city phase ii,1135.0,2,46.0,2,4052.863436123348
electronic city phase ii,1305.0,3,65.0,3,4980.842911877395
electronic city phase ii,1165.0,2,33.64,2,2887.5536480686696
electronic city phase ii,1336.0,2,50.35,3,3768.7125748502995
electronic city phase ii,575.0,1,16.75,1,2913.0434782608695
electronic city phase ii,925.0,2,49.82,3,5385.945945945946
electronic city phase ii,1065.0,2,30.76,2,2888.262910798122
electronic city phase ii,911.0,2,26.5,2,2908.8913282107574
electronic city phase ii,1031.0,2,54.48,2,5284.190106692531
electronics city phase 1,1475.0,3,78.29,3,5307.796610169492
electronics city phase 1,1490.0,3,78.8,3,5288.5906040268455
electronics city phase 1,1113.27,2,53.0,2,4760.74986301616
electronics city phase 1,1490.0,3,84.0,3,5637.583892617449
electronics city phase 1,1015.0,2,56.0,2,5517.241379310345
electronics city phase 1,1515.0,2,80.91,3,5340.59405940594
electronics city phase 1,995.0,2,46.0,2,4623.115577889447
electronics city phase 1,1555.0,2,82.0,3,5273.311897106109
electronics city phase 1,1340.0,2,75.0,2,5597.014925373134
electronics city phase 1,1124.0,2,55.0,3,4893.238434163701
electronics city phase 1,1175.0,2,57.0,2,4851.063829787234
electronics city phase 1,755.0,1,42.41,1,5617.218543046358
electronics city phase 1,580.0,1,27.0,1,4655.172413793103
electronics city phase 1,940.0,2,49.0,2,5212.765957446809
electronics city phase 1,1335.0,2,67.0,2,5018.7265917603
electronics city phase 1,1113.12,2,55.0,2,4941.066551674573
electronics city phase 1,1350.0,3,71.0,3,5259.259259259259
electronics city phase 1,995.0,2,49.8,2,5005.025125628141
electronics city phase 1,635.0,1,26.0,1,4094.488188976378
electronics city phase 1,1190.0,2,68.0,2,5714.285714285715
electronics city phase 1,1450.0,3,72.54,3,5002.758620689656
electronics city phase 1,360.0,1,16.9,1,4694.444444444443
electronics city phase 1,638.0,1,32.0,1,5015.673981191223
electronics city phase 1,1175.0,2,64.98,2,5530.212765957447
electronics city phase 1,585.0,1,21.0,1,3589.74358974359
electronics city phase 1,1200.0,2,59.76,2,4980.0
electronics city phase 1,1145.0,2,54.0,2,4716.157205240174
electronics city phase 1,1125.0,2,65.0,2,5777.777777777777
electronics city phase 1,1550.0,2,82.0,3,5290.322580645161
electronics city phase 1,865.0,2,40.0,2,4624.277456647399
electronics city phase 1,1800.0,3,93.0,3,5166.666666666667
electronics city phase 1,1314.0,2,60.0,2,4566.2100456621
electronics city phase 1,1170.0,2,62.0,2,5299.145299145299
electronics city phase 1,1450.0,3,79.0,3,5448.275862068966
electronics city phase 1,940.0,2,48.0,2,5106.382978723404
electronics city phase 1,940.0,2,44.0,2,4680.851063829788
electronics city phase 1,1300.0,2,67.0,2,5153.846153846154
electronics city phase 1,1028.0,2,51.0,2,4961.089494163424
electronics city phase 1,1205.0,2,60.0,2,4979.253112033195
electronics city phase 1,1305.0,2,67.0,2,5134.099616858238
electronics city phase 1,755.0,1,30.12,1,3989.4039735099336
electronics city phase 1,1175.0,2,60.0,2,5106.382978723404
epip zone,1285.0,2,82.0,2,6381.322957198444
epip zone,2330.0,3,162.0,3,6952.789699570815
epip zone,1330.0,2,92.5,2,6954.887218045113
epip zone,1330.0,2,86.98,2,6539.849624060151
epip zone,1330.0,2,93.36,2,7019.548872180451
epip zone,1500.0,3,102.0,3,6800.0
epip zone,1280.0,2,69.0,2,5390.625
epip zone,1125.0,2,65.0,2,5777.777777777777
epip zone,1734.0,3,125.0,3,7208.76585928489
epip zone,1343.0,2,86.0,2,6403.574087862993
epip zone,2350.0,4,163.0,3,6936.170212765957
epip zone,1860.0,3,130.0,3,6989.247311827957
epip zone,2210.0,3,165.0,3,7466.06334841629
epip zone,2710.0,3,177.0,3,6531.365313653137
frazer town,1700.0,3,180.0,3,10588.235294117647
frazer town,1870.0,3,185.0,3,9893.048128342247
frazer town,1750.0,3,150.0,3,8571.42857142857
frazer town,2000.0,3,200.0,3,10000.0
frazer town,3500.0,4,330.0,3,9428.57142857143
frazer town,2350.0,4,285.0,3,12127.659574468085
frazer town,1550.0,2,140.0,2,9032.258064516129
frazer town,1900.0,4,145.0,3,7631.578947368421
frazer town,2560.0,3,265.0,3,10351.5625
frazer town,1700.0099999999998,3,180.0,3,10588.173010746998
frazer town,2400.0,3,260.0,3,10833.333333333334
frazer town,2560.0,3,288.0,3,11250.0
frazer town,1315.0,2,140.0,2,10646.38783269962
frazer town,1706.0,3,154.0,3,9026.963657678782
frazer town,2079.0,3,220.0,3,10582.010582010582
frazer town,3100.0,3,400.0,3,12903.225806451614
frazer town,5400.0,3,400.0,3,7407.407407407408
frazer town,1180.0,2,105.0,2,8898.305084745763
frazer town,2900.0,4,325.0,4,11206.896551724138
frazer town,1870.0,3,180.0,3,9625.668449197861
frazer town,896.0,1,100.0,1,11160.714285714286
frazer town,1420.0,2,120.0,2,8450.704225352112
garudachar palya,1325.0,2,60.8,3,4588.679245283019
garudachar palya,1060.0,2,48.7,2,4594.33962264151
garudachar palya,1150.0,2,52.75,2,4586.95652173913
garudachar palya,1295.0,2,59.5,3,4594.594594594595
garudachar palya,1320.0,2,60.6,3,4590.909090909091
garudachar palya,1150.0,2,52.8,2,4591.304347826087
garudachar palya,1060.0,2,48.5,2,4575.471698113208
garudachar palya,1150.0,2,52.5,2,4565.217391304348
garudachar palya,1060.0,2,48.66,2,4590.566037735849
garudachar palya,1150.0,2,52.0,2,4521.739130434783
garudachar palya,1154.0,2,51.8,2,4488.734835355286
giri nagar,2400.0,4,400.0,4,16666.666666666668
giri nagar,1800.0,3,252.0,3,14000.0
giri nagar,1350.0,3,240.0,3,17777.777777777777
giri nagar,3000.0,4,375.0,6,12500.0
giri nagar,2400.0,6,400.0,6,16666.666666666668
giri nagar,4000.0,3,750.0,4,18750.0
gm palaya,1820.0,2,86.0,3,4725.274725274725
gm palaya,1225.0,2,47.0,2,3836.734693877551
gm palaya,1140.0,2,48.95,2,4293.859649122807
gm palaya,1315.0,2,65.0,3,4942.9657794676805
gm palaya,1315.0,3,65.0,3,4942.9657794676805
gm palaya,1315.0,3,64.0,3,4866.920152091255
gm palaya,1735.0,3,70.0,3,4034.5821325648417
gm palaya,1643.0,2,70.0,3,4260.49908703591
gollarapalya hosahalli,861.0,2,34.5,2,4006.968641114983
gollarapalya hosahalli,1408.0,3,62.0,3,4403.409090909091
gollarapalya hosahalli,1318.0,3,54.0,3,4097.11684370258
gollarapalya hosahalli,861.0,2,36.5,2,4239.256678281068
gollarapalya hosahalli,1320.0,3,60.0,3,4545.454545454545
gollarapalya hosahalli,1345.0,3,60.0,3,4460.966542750929
gollarapalya hosahalli,1905.0,3,86.0,4,4514.435695538058
gollarapalya hosahalli,1318.0,3,56.0,3,4248.86191198786
gollarapalya hosahalli,1129.0,2,50.0,2,4428.697962798937
gottigere,1100.0,2,40.0,2,3636.3636363636365
gottigere,967.0,2,45.0,2,4653.567735263702
gottigere,1618.0,3,82.5,3,5098.887515451174
gottigere,1222.0,2,63.0,2,5155.482815057283
gottigere,1300.0,3,65.0,3,5000.0
gottigere,950.0,2,38.0,2,4000.0
gottigere,1153.0,2,48.5,2,4206.418039895923
gottigere,1460.0,2,65.0,3,4452.054794520548
gottigere,1500.0,3,70.0,3,4666.666666666667
gottigere,1621.0,3,72.0,3,4441.702652683529
gottigere,990.0,2,40.0,2,4040.40404040404
gottigere,1235.0,2,63.0,2,5101.214574898785
gottigere,1385.0,3,64.0,3,4620.938628158845
gottigere,1000.0,2,35.0,2,3500.0
gottigere,1010.0,2,35.0,2,3465.3465346534654
gottigere,1435.0,2,62.0,3,4320.557491289199
gottigere,945.0,2,45.0,2,4761.9047619047615
gottigere,2500.0,3,120.0,4,4800.0
gottigere,1230.0,2,52.0,3,4227.642276422765
gottigere,1120.0,2,50.0,2,4464.285714285715
gottigere,1500.0,3,63.0,3,4200.0
gottigere,1200.0,2,40.0,2,3333.3333333333335
gottigere,1280.0,2,61.0,2,4765.625
gottigere,1205.0,2,56.58,2,4695.435684647303
gottigere,1170.0,2,40.0,2,3418.803418803419
gottigere,3000.0,3,132.0,4,4400.0
gottigere,1613.0,3,72.0,3,4463.732176069436
gottigere,1110.0,2,36.25,2,3265.765765765766
gottigere,1245.0,2,59.0,2,4738.955823293173
gottigere,1200.0,2,50.0,2,4166.666666666667
green glen layout,1670.0,3,120.0,3,7185.62874251497
green glen layout,3250.0,4,230.0,4,7076.923076923077
green glen layout,1776.42,3,105.0,3,5910.764346269463
green glen layout,940.0,2,56.8,2,6042.553191489362
green glen layout,1075.0,2,60.0,2,5581.395348837209
green glen layout,1715.0,3,115.0,3,6705.539358600583
green glen layout,1751.0,2,115.0,3,6567.6756139348945
green glen layout,1750.0,3,130.0,3,7428.571428571428
green glen layout,1530.0,3,105.0,3,6862.745098039216
green glen layout,1752.0,3,105.0,3,5993.1506849315065
green glen layout,1680.0,4,95.0,3,5654.761904761905
green glen layout,1728.0,3,125.0,3,7233.7962962962965
green glen layout,1645.0,3,110.0,3,6686.930091185411
green glen layout,1517.0,3,100.0,3,6591.957811470006
green glen layout,3150.0,4,218.0,4,6920.6349206349205
green glen layout,1750.0,3,120.0,3,6857.142857142857
green glen layout,1751.0,3,115.0,3,6567.6756139348945
green glen layout,1750.0,3,105.0,3,6000.0
green glen layout,1885.0,3,135.0,3,7161.803713527852
green glen layout,1715.0,3,120.0,3,6997.084548104956
green glen layout,1623.29,2,105.0,3,6468.345150897252
green glen layout,1715.0,3,105.0,3,6122.448979591837
green glen layout,1600.0,3,105.0,3,6562.5
green glen layout,1717.0,3,125.0,3,7280.139778683751
green glen layout,1250.0,2,75.0,2,6000.0
green glen layout,1715.0,3,112.0,3,6530.6122448979595
gubbalala,1470.0,2,82.0,3,5578.231292517007
gubbalala,1745.0,3,104.0,3,5959.885386819485
gubbalala,1745.0,3,115.0,3,6590.25787965616
gubbalala,1745.0,3,110.0,3,6303.7249283667625
gubbalala,1650.0,3,71.0,3,4303.030303030303
gubbalala,2570.0,4,141.0,5,5486.381322957199
gubbalala,1205.0,2,70.0,2,5809.128630705394
gubbalala,1435.0,2,80.0,3,5574.912891986062
gubbalala,1475.0,2,80.0,2,5423.728813559322
gubbalala,1100.0,2,49.5,2,4500.0
gubbalala,1060.0,2,46.0,2,4339.622641509434
gubbalala,2000.0,3,125.0,3,6250.0
gunjur,1140.0,2,43.0,2,3771.9298245614036
gunjur,1356.0,2,66.0,3,4867.256637168141
gunjur,1600.0,3,75.0,3,4687.5
gunjur,2000.0,3,95.0,4,4750.0
gunjur,1140.0,2,49.11,2,4307.894736842105
gunjur,1195.0,2,44.0,2,3682.0083682008367
gunjur,1190.0,2,40.0,2,3361.344537815126
gunjur,1457.0,2,60.0,2,4118.050789293068
gunjur,1080.0,2,41.0,2,3796.296296296296
gunjur,1175.0,2,43.48,2,3700.425531914894
gunjur,1362.0,3,62.63,3,4598.384728340676
gunjur,1071.0,2,51.0,2,4761.9047619047615
gunjur,1063.0,2,40.0,2,3762.9350893697083
gunjur,1235.0,2,52.76,2,4272.064777327935
gunjur,1588.0,2,90.0,3,5667.506297229219
